,Unnamed: 0,score,cost,input_tokens,output_tokens,optimizer,optimizer_cost,optimizer_input_tokens,optimizer_output_tokens,benchmark,program
0,0,62.5,0.1889762999999999,1239042.0,5200.0,Baseline,,,,SWEValidity,Predict
1,1,48.78,0.031263,163180.0,28158.0,RuleInfer-lite,0.2353863,1320530.0,193986.0,HumanEval,CoT
2,2,68.5,0.4791603,5271842.0,5200.0,RuleInfer-lite,3.904773900000008,40796906.0,42842.0,SWEValidity,Predict
3,3,74.19,0.08559,291476.0,69781.0,Baseline,,,,IReRa,RAGBasedRank
4,4,48.0,1.099562700000002,12851450.0,130910.0,RuleInfer,7.316660250000024,80629551.0,800694.0,HotpotQA,SimplifiedBaleen
5,5,36.0,0.0169783499999999,191925.0,1052.0,RuleInfer,0.1583739000000012,1575150.0,14921.0,Iris,Predict
6,6,91.0,0.1168594499999998,1356647.0,6500.0,RuleInfer,0.729749999999998,8106692.0,46297.0,Scone,Predict
7,7,75.25,0.1957964999999997,1486038.0,71026.0,RuleInfer-lite,0.1887392999999998,1327242.0,68547.0,IReRa,RAGBasedRank
8,8,80.0,0.2127033,1205442.0,53513.0,Baseline,,,,SWEUnderspecified,CoT
9,9,31.6,0.0798004499999999,852339.0,7740.0,RuleInfer-lite,0.4929514500000006,5062727.0,57856.0,HotpotQA,Predict
10,10,88.8,0.04306365,111647.0,43861.0,Baseline,,,,Scone,CoT
11,11,31.6,0.0951500999999998,1074766.0,7732.0,RuleInfer,0.6210847500000002,6588473.0,55847.0,HotpotQA,Predict
12,12,57.33,0.02617755,258525.0,7398.0,RuleInfer,0.2286770999999999,2071230.0,66793.0,Iris,CoT
13,13,57.14,0.2491249499999999,2371673.0,42850.0,RuleInfer-lite,0.7828899000000001,7302198.0,136179.0,Judge,CoT
14,14,80.49,0.0155784,26404.0,19363.0,Baseline,,,,HumanEval,CoT
15,15,46.67,0.0073387499999999,22125.0,6700.0,Baseline,,,,Iris,CoT
16,16,0.0,0.0103600499999999,31295.0,9443.0,Baseline,,,,HotpotQAConditional,Predict
17,17,49.14,0.1858268999999999,771534.0,116828.0,Baseline,,,,Judge,Predict
18,18,14.5,0.0678946499999999,250639.0,50498.0,Baseline,,,,HotpotQAConditional,SimplifiedBaleenWithInst
19,19,58.86,0.2183224499999999,2260723.0,5570.0,RuleInfer,0.6777649500000003,6674989.0,24109.0,Judge,Predict
20,20,79.08,0.06926385,353059.0,27175.0,RuleInfer-lite,0.0628307999999999,307900.0,27743.0,IReRa,RAG
21,21,11.63,0.04650915,280465.0,7399.0,RuleInfer-lite,0.0430761,249086.0,9522.0,IReRa,Predict
22,22,31.2,0.03844185,91839.0,41110.0,Baseline,,,,HotpotQA,CoT
23,23,34.67,0.0130387499999999,149025.0,1051.0,RuleInfer-lite,0.1281002999999997,1226250.0,12218.0,Iris,Predict
24,24,39.4,0.0,592410.0,134669.0,Baseline,,,,HotpotQA,SimplifiedBaleen
25,25,43.4,0.9622556999999998,8730918.0,319494.0,RuleInfer,5.825869350000017,52412377.0,1945296.0,hover,MultiHopSummarize
26,26,58.86,0.25295565,2418923.0,43742.0,RuleInfer,0.7879881000000004,7423362.0,131713.0,Judge,CoT
27,27,16.0,0.1835433,1775790.0,49350.0,RuleInfer,1.928062500000002,17894646.0,528288.0,HotpotQAConditional,SimplifiedBaleenWithInst
28,28,48.2,0.7915141499999994,9776061.0,33127.0,RuleInfer-lite,5.201611799999999,60115434.0,204224.0,HotpotQA,RAG
29,29,36.8,0.1222678499999999,1214839.0,33894.0,RuleInfer-lite,0.7659928500000007,7351839.0,209911.0,HotpotQA,CoT
30,30,74.19,0.0257134499999999,67863.0,25890.0,Baseline,,,,IReRa,RAG
31,31,71.95,0.0258320999999999,136858.0,21959.0,RuleInfer-lite,0.1864792500000003,1149463.0,135145.0,HumanEval,Predict
32,32,67.11,0.0455124,522840.0,1976.0,RuleInfer-lite,0.4217655,4576638.0,22111.0,HeartDisease,Predict
33,33,56.86,0.2058976500000003,2095523.0,5010.0,RuleInfer-lite,0.6421187999999998,6377520.0,20346.0,Judge,Predict
34,34,80.49,0.0110246999999999,23698.0,12450.0,Baseline,,,,HumanEval,Predict
35,35,69.5,0.5039864999999998,5168642.0,62329.0,RuleInfer,4.019699850000002,40076563.0,478935.0,SWEValidity,CoT
36,36,91.4,0.13764225,1397647.0,39032.0,RuleInfer-lite,0.8731389000000012,8404490.0,250013.0,Scone,CoT
37,37,45.39,0.02878425,101643.0,22563.0,Baseline,,,,HeartDisease,CoT
38,38,90.6,0.1625428499999998,1741147.0,34626.0,RuleInfer,1.020047850000002,10404747.0,225293.0,Scone,CoT
39,39,70.25,0.4929074999999998,5459042.0,5200.0,RuleInfer,4.016354850000003,42280699.0,44598.0,SWEValidity,Predict
40,40,67.25,0.2280122999999999,1252242.0,66960.0,Baseline,,,,SWEValidity,CoT
41,41,9.59,0.0579820499999999,287563.0,24746.0,RuleInfer-lite,0.05440125,260843.0,25458.0,IReRa,CoT
42,42,9.22,0.0626887499999999,385921.0,8001.0,RuleInfer,0.0583182,355208.0,11595.0,IReRa,Predict
43,43,67.11,0.0517644,602792.0,1976.0,RuleInfer,0.5020983000000003,5482166.0,24081.0,HeartDisease,Predict
44,44,90.4,0.08870025,1010647.0,6500.0,RuleInfer-lite,0.5745665999999997,6171756.0,43760.0,Scone,Predict
45,45,74.39,0.0341792999999999,216398.0,26482.0,RuleInfer,0.2733071999999997,1788572.0,195041.0,HumanEval,Predict
46,46,47.4,1.0389322500000004,12073883.0,133691.0,RuleInfer-lite,6.987110099999972,76591987.0,800149.0,HotpotQA,SimplifiedBaleen
47,47,80.5,0.1819563,1192242.0,5200.0,Baseline,,,,SWEUnderspecified,Predict
48,48,57.24,0.2714478000000001,2733916.0,70470.0,RuleInfer-lite,2.590817999999999,24501800.0,670788.0,HeartDisease,CoTBasedVote
49,49,2.5,0.06743805,235395.0,53548.0,Baseline,,,,HotpotQAConditional,SimplifiedBaleen
50,50,57.24,0.0155663999999999,95872.0,1976.0,Baseline,,,,HeartDisease,Predict
51,51,47.6,0.8060371499999995,10010061.0,34992.0,RuleInfer,5.30688420000001,61625884.0,215264.0,HotpotQA,RAG
52,52,37.0,0.1369156499999998,1457839.0,28709.0,RuleInfer,0.8595016499999996,8685591.0,182161.0,HotpotQA,CoT
53,53,77.0,0.5107779000000002,5285442.0,59680.0,RuleInfer,4.091597099999983,41140430.0,455357.0,SWEUnderspecified,CoT
54,54,43.6,0.8470990499999997,8208243.0,193659.0,RuleInfer,5.201119949999995,49689361.0,1168385.0,hover,Predict
55,55,58.67,0.0,19650.0,1075.0,Baseline,,,,Iris,Predict
56,56,77.0,0.4501035000000001,4926642.0,5200.0,RuleInfer-lite,3.6999765000000098,38286858.0,42977.0,SWEUnderspecified,Predict
57,57,11.29,0.06432885,520107.0,29508.0,RuleInfer,0.07101945,480563.0,31169.0,IReRa,CoT
58,58,63.41,0.0388319999999999,236980.0,31715.0,RuleInfer,0.30342195,1931185.0,229483.0,HumanEval,CoT
59,59,49.34,0.2983887,3154230.0,70053.0,RuleInfer,2.8881724500000128,28306699.0,663602.0,HeartDisease,CoTBasedVote
60,60,75.11,0.1988659499999997,1776689.0,64743.0,RuleInfer,0.1914343499999999,1555485.0,65402.0,IReRa,RAGBasedRank
61,61,41.6,0.2899042500000001,1373599.0,139918.0,Baseline,,,,hover,Predict
62,62,0.5,0.0325138499999999,357095.0,3124.0,RuleInfer-lite,0.3568579500000005,3722821.0,37114.0,HotpotQAConditional,Predict
63,63,67.75,0.5352710999999999,5524242.0,65810.0,RuleInfer-lite,4.254615749999994,42786437.0,501105.0,SWEValidity,CoT
64,64,9.51,0.0128785499999999,56709.0,7287.0,Baseline,,,,IReRa,Predict
65,65,54.86,0.1553234999999999,666110.0,92345.0,Baseline,,,,Judge,CoT
66,66,2.6,0.0230290499999999,75339.0,19547.0,Baseline,,,,HotpotQA,Predict
67,67,51.97,0.0661062,706000.0,16365.0,RuleInfer,0.6396543000000003,6323030.0,154181.0,HeartDisease,CoT
68,68,76.0,0.0202298999999999,207450.0,5214.0,RuleInfer-lite,0.1832858999999995,1647790.0,48649.0,Iris,CoT
69,69,39.6,0.3618323999999996,1371368.0,260212.0,Baseline,,,,hover,MultiHopSummarize
70,70,0.5,0.0390334499999999,449495.0,3114.0,RuleInfer,0.4520467500000003,4789229.0,38408.0,HotpotQAConditional,Predict
71,71,4.0,0.1679772,1419052.0,45839.0,RuleInfer-lite,1.76498925,14589491.0,489876.0,HotpotQAConditional,SimplifiedBaleen
72,72,35.2,0.0,270061.0,45896.0,Baseline,,,,HotpotQA,RAG
73,73,77.0,0.4758963,5123042.0,5200.0,RuleInfer,3.7814403,39609478.0,44383.0,SWEUnderspecified,Predict
74,74,3.5,0.1752042000000002,1694696.0,48989.0,RuleInfer,1.9283843999999992,17733448.0,525396.0,HotpotQAConditional,SimplifiedBaleen
75,75,76.75,0.4980656999999999,5125042.0,58417.0,RuleInfer-lite,3.981147299999998,39722566.0,439388.0,SWEUnderspecified,CoT
76,76,79.57,0.05759655,493405.0,25603.0,RuleInfer,0.0622998,433140.0,26876.0,IReRa,RAG
77,77,7.95,0.0257134499999999,67863.0,25890.0,Baseline,,,,IReRa,CoT
78,78,40.2,0.8052535500000009,6986169.0,288619.0,RuleInfer-lite,4.912767749999996,41907985.0,1748726.0,hover,MultiHopSummarize
79,79,42.6,0.7511080499999984,7049499.0,176592.0,RuleInfer-lite,4.585894799999992,42289384.0,1075276.0,hover,Predict
80,80,79.0,0.0181720499999999,95147.0,6500.0,Baseline,,,,Scone,Predict
81,81,46.05,0.126453,478596.0,91106.0,Baseline,,,,HeartDisease,CoTBasedVote
82,82,17.0,0.1514729999999999,1391648.0,47647.0,RuleInfer-lite,1.6543590000000028,14447972.0,498872.0,HotpotQAConditional,SimplifiedBaleenWithInst
83,83,55.26,0.0615521999999999,618600.0,16609.0,RuleInfer-lite,0.5758441500000002,5503181.0,160553.0,HeartDisease,CoT
84,84,56.29,0.7959970500000003,3338079.0,661438.0,MIPROv2,4.018752749999991,31762247.0,3110113.0,Judge,GeneratorCriticRanker
85,85,76.7,0.1174525499999999,536025.0,62020.0,BootstrapFewShotRandomSearch,0.2529628500000001,1524511.0,124221.0,IReRa,RAGBasedRank
86,86,76.0,0.09337155,406021.0,54114.0,MIPROv2-lite,0.4185853499999997,2508957.0,157859.0,MMLU,CoT
87,87,56.86,0.0,2181273.0,47056.0,MIPROv2,0.0,12304805.0,412517.0,Judge,CoT
88,88,81.0,0.1633689000000001,1073442.0,5185.0,MIPROv2,2.24141475,23978504.0,78582.0,SWEUnderspecified,Predict
89,89,62.5,0.0247092,157432.0,1824.0,MIPROv2-lite,0.1946470499999999,1313183.0,22467.0,HeartDisease,Predict
90,90,74.2,0.0744205499999999,299021.0,49279.0,BootstrapFewShotRandomSearch,1.2411878999999997,7553042.0,413314.0,MMLU,CoT
91,91,38.6,0.1394565000000001,1235362.0,41779.0,BootstrapFewShot,0.00206595,18045.0,452.0,HotpotQA,RAG
92,92,65.4,1.372123799999999,3369324.0,1788174.0,BootstrapFewShot,0.028521,19524.0,42654.0,MATH,GeneratorCriticFuser
93,93,14.67,0.05757315,120649.0,65793.0,Baseline,0.0,0.0,0.0,Iris,GeneratorCriticFuser
94,94,84.0,0.0,517977.0,183916.0,BootstrapFewShotRandomSearch,0.3338956499999998,7096757.0,2979798.0,Iris,GeneratorCriticRanker20
95,95,71.0,0.02586375,120021.0,13101.0,Baseline,0.0,0.0,0.0,MMLU,Predict
96,96,48.43,0.1662465,419510.0,172440.0,Baseline,0.0,0.0,0.0,RAGQAArena,Predict
97,97,51.6,0.3161512500000005,2188087.0,135433.0,MIPROv2,2.537534550000004,16555072.0,1439540.0,HotpotQA,SimplifiedBaleen
98,98,79.25,0.2377023000000002,1707042.0,58146.0,BootstrapFewShotRandomSearch,5.259945599999976,47234892.0,821357.0,SWEUnderspecified,CoT
99,99,53.39,1.337942850000003,5863231.0,1166561.0,BootstrapFewShotRandomSearch,12.88391459999993,59129808.0,11064915.0,RAGQAArena,GeneratorCriticRanker
100,100,76.75,0.4969509000000001,5019042.0,57811.0,BootstrapFewShot,0.0020423999999999,11640.0,494.0,SWEUnderspecified,CoT
101,101,85.33,0.1818867000000001,663622.0,191831.0,BootstrapFewShot,0.0066751499999999,9349.0,8788.0,Iris,GeneratorCriticFuser20
102,102,52.86,0.1512545999999999,654688.0,88739.0,BootstrapFewShotRandomSearch,0.9837088500000007,8003123.0,294734.0,Judge,CoT
103,103,31.4,0.5401411499999997,4089045.0,136598.0,BootstrapFewShotRandomSearch,5.355056099999981,49347362.0,1628637.0,hover,Predict
104,104,69.6,0.06539055,661021.0,6001.0,BootstrapFewShot,0.0004959,3114.0,48.0,MMLU,Predict
105,105,25.8,0.3187881000000002,637298.0,371989.0,Baseline,0.0,0.0,0.0,HotpotQA,GeneratorCriticFuser
106,106,78.67,0.1360013999999999,181436.0,181310.0,BootstrapFewShotRandomSearch,2.3857294500000106,6621591.0,2803474.0,Iris,GeneratorCriticFuser20
107,107,10.71,8.2127439,35602938.0,620916.0,BootstrapFewShotRandomSearch,19.03134824999993,83169579.0,1227207.0,AppWorld,ReActBaseline
108,108,76.55,0.02968215,110789.0,21773.0,BootstrapFewShotRandomSearch,0.0724703999999999,302208.0,45232.0,IReRa,RAG
109,109,20.24,4.456456800000002,19720416.0,339452.0,Baseline,0.0,0.0,0.0,AppWorld,AppWorldReactAugmented
110,110,71.6,0.3706454999999997,751922.0,429762.0,MIPROv2-lite,1.939731449999996,9183871.0,1433414.0,MMLU,GeneratorCriticFuser
111,111,62.5,0.1484145000000001,1098958.0,75674.0,BootstrapFewShotRandomSearch,2.8995289500000068,17813909.0,1475711.0,HeartDisease,CoTBasedVote
112,112,56.57,0.9825596999999998,4558966.0,813714.0,MIPROv2,4.383437100000004,39226847.0,3245585.0,Judge,GeneratorCriticFuser
113,113,41.06,0.002604,382202.0,160857.0,Baseline,0.0,0.0,0.0,RAGQAArena,CoT
114,114,33.6,0.4321124999999998,2324710.0,336962.0,BootstrapFewShotRandomSearch,4.719716850000015,18904047.0,4060119.0,HotpotQA,GeneratorCriticRanker
115,115,69.6,0.07404555,763521.0,6001.0,MIPROv2-lite,0.33616815,2240865.0,63065.0,MMLU,Predict
116,116,54.47,1.3360194,7835696.0,1016559.0,BootstrapFewShot,0.0260265,60130.0,28345.0,RAGQAArena,GeneratorCriticFuser
117,117,48.57,0.6289351500000007,2017145.0,571283.0,Baseline,0.0,0.0,0.0,Judge,GeneratorCriticRanker
118,118,78.61,0.03312555,129717.0,22780.0,MIPROv2-lite,0.10701225,442587.0,70075.0,IReRa,RAG
119,119,65.6,1.3127846999999997,3476950.0,1677857.0,BootstrapFewShot,0.0081849,7398.0,11792.0,MATH,GeneratorCriticRanker
120,120,72.6,0.5563387499999995,3269597.0,390616.0,BootstrapFewShotRandomSearch,6.0766028999999575,31442258.0,3989859.0,MMLU,GeneratorCriticFuser
121,121,73.17,0.2034858000000001,438936.0,240785.0,MIPROv2-lite,1.8697293,6014790.0,1966246.0,HumanEval,GeneratorCriticRanker
122,122,9.23,0.04486635,200697.0,24603.0,MIPROv2-lite,0.1224553499999999,497729.0,80172.0,IReRa,CoT
123,123,44.0,0.0,116524.0,65703.0,MIPROv2,0.8377854000000022,6877873.0,2352904.0,Iris,GeneratorCriticRanker
124,124,76.0,0.0697411499999999,248593.0,67159.0,MIPROv2-lite,0.8761669500000007,3486881.0,814302.0,Iris,GeneratorCriticRanker
125,125,73.17,0.1923168,838932.0,169963.0,BootstrapFewShotRandomSearch,2.661853350000004,12033793.0,2369254.0,HumanEval,GeneratorCriticRanker
126,126,54.61,0.3038266499999995,990075.0,259003.0,MIPROv2-lite,0.9495849000000022,2845478.0,883974.0,RAGQAArena,Predict
127,127,78.25,0.2616740999999998,1984242.0,62655.0,MIPROv2-lite,1.583488050000001,12142607.0,294439.0,SWEUnderspecified,CoT
128,128,74.0,0.0817238999999999,336398.0,52107.0,Baseline,0.0,0.0,0.0,MMLU,RAG
129,129,81.33,0.16388235,253973.0,222140.0,MIPROv2,5.080047450000012,11665043.0,6655870.0,Iris,GeneratorCriticRanker20
130,130,87.0,0.5174556000000013,2750248.0,404592.0,BootstrapFewShot,0.0036555,8186.0,4046.0,Scone,GeneratorCriticFuser
131,131,52.61,0.0,794080.0,293228.0,MIPROv2,0.0,7913586.0,2393813.0,RAGQAArena,CoT
132,132,51.56,1.33635195,3914629.0,1369204.0,MIPROv2,12.010482899999944,44863950.0,13275646.0,RAGQAArena,GeneratorCriticRanker
133,133,74.0,0.5573023499999998,3503149.0,410042.0,BootstrapFewShot,0.00282315,8913.0,2477.0,MMLU,GeneratorCriticRanker
134,134,67.0,0.3433109999999996,673644.0,403774.0,Baseline,0.0,0.0,0.0,Scone,GeneratorCriticFuser
135,135,57.14,0.0,1917023.0,4971.0,MIPROv2,0.8459922000000007,11412880.0,54338.0,Judge,Predict
136,136,77.82,0.0550690499999999,262551.0,26144.0,BootstrapFewShot,0.00039,980.0,405.0,IReRa,RAG
137,137,33.6,0.4321124999999998,2324710.0,336962.0,BootstrapFewShot,0.0079626,18864.0,8555.0,HotpotQA,GeneratorCriticRanker
138,138,52.71,0.2296571999999997,851996.0,173398.0,Baseline,0.0,0.0,0.0,RAGQAArena,RAG
139,139,59.0,0.0,231762.0,170273.0,MIPROv2,0.7058476499999997,2979395.0,1191165.0,MATH,Predict
140,140,67.5,0.5295141000000001,5431042.0,65979.0,BootstrapFewShot,0.0035704499999999,18887.0,1229.0,SWEValidity,CoT
141,141,87.6,0.4384860000000006,1305752.0,404628.0,BootstrapFewShotRandomSearch,5.284682399999999,21522200.0,4748918.0,Scone,GeneratorCriticRanker
142,142,80.49,0.1231848,236424.0,146586.0,Baseline,0.0,0.0,0.0,HumanEval,GeneratorCriticFuser
143,143,30.8,0.1298249999999999,900144.0,1185689.0,Baseline,0.0,0.0,0.0,HotpotQA,GeneratorCriticRanker20
144,144,70.8,0.1734339,1520398.0,54061.0,MIPROv2,1.3213762499999973,11319561.0,454643.0,MMLU,RAG
145,145,73.6,0.0955153500000001,780021.0,42347.0,BootstrapFewShot,0.0006650999999999,3550.0,221.0,MMLU,CoT
146,146,55.26,0.1620971999999999,1002600.0,80600.0,MIPROv2,2.982115799999995,21771815.0,2203604.0,HeartDisease,CoTBasedVote
